,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
VAG_0151,0.76953,0.79671,0.06159,1.71922,-1.43009,-0.85794,-0.91566,0.43825,-1.16233,-0.70565,-0.99926,0.57713,0.59008,-0.61259,0.23687,-0.75015,-0.02535,1.27686,0.5252,2.68379,-0.73338,0.531,0.07654,0.49476,0.31526,-0.33673,-0.81971,3.23709,-0.30348,-2.26703,-0.69798,0.8636
VAG_0152,0.61459,-0.49965,-0.32698,1.49916,-1.14454,-0.25798,-0.05584,0.41083,-0.32511,-0.46277,-1.58496,0.8458,0.25102,-0.47764,-0.1578,-1.34263,-0.41964,1.71254,0.44463,2.30561,-0.81711,0.2721,-0.1473,0.44599,0.2449,-0.13757,-0.96958,3.25542,-0.82607,-1.73115,-0.71025,1.08402
VAG_0153,0.8164,-0.05687,-0.61417,1.83082,-1.13953,-0.65472,-0.07951,0.53474,-0.7113,-1.20877,-1.46406,0.74546,0.70266,-0.55862,0.19885,-1.36802,-0.85519,1.20546,0.21383,2.49607,-0.90212,0.61494,-0.41756,0.87092,0.21374,-0.582,-0.75451,2.33569,0.04873,-1.94921,-0.74541,0.17337
VAG_0154,1.34637,0.26632,-0.13833,1.65145,-1.43324,-0.87225,-0.5226,0.1325,-0.76751,-0.6816,-1.48567,0.91111,0.97755,-1.12251,0.00674,-1.6429,-0.46351,0.90485,0.31215,2.91402,-0.80679,1.00233,-0.05627,0.95425,0.00968,-0.30535,-1.16685,3.02719,0.16663,-1.82024,-0.68624,0.47356
VAG_0155,1.14371,-0.03504,-0.32163,1.69065,-1.27471,-0.56181,-0.70182,0.63857,-0.89496,-0.83968,-1.63993,1.04513,0.90852,-0.76479,-0.07498,-1.23291,-0.40924,1.19206,0.66295,2.32171,-0.84677,-0.01697,-0.52996,0.59646,0.14219,-0.40808,-0.96849,2.75981,0.03627,-1.88011,-0.83413,0.89617
VAG_0156,0.86503,-0.17673,-0.54468,1.49342,-1.55798,-0.69119,-0.80321,0.99918,-0.33119,-0.62816,-1.63765,0.44756,0.47881,-0.28047,-0.16108,-1.44567,-0.32684,1.10644,-0.02517,1.99873,-0.67623,0.35995,-0.35899,0.89016,0.43277,-0.7638,-1.15261,3.09397,-0.02991,-2.06604,-0.44654,0.77751
VAG_0157,1.05398,0.03222,0.11537,1.53877,-0.74,-0.51331,-0.49171,0.73854,-0.47573,-0.47058,-1.3179,0.69553,0.90948,-0.67888,0.29398,-1.16766,-0.167,1.38127,0.77601,2.25089,-0.81842,0.29859,0.1133,0.5429,-0.02775,-0.53151,-0.91831,2.91899,-0.06839,-2.28342,-0.54437,0.66195
VAG_0158,1.1897,-0.10149,-0.09171,1.97665,-1.08771,-0.45608,-0.97069,0.51751,-0.28751,-0.59423,-1.7183,0.76325,0.70353,-0.35615,0.11881,-0.95765,-0.64198,1.07613,0.50279,2.0618,-0.65154,0.29028,-0.33582,0.26624,-0.18765,-0.91689,-0.80347,3.12557,0.08031,-1.84116,-0.21343,0.59951
VAG_0159,1.0366,0.20666,-0.40764,1.58147,-1.00145,-0.971,-0.44968,0.95027,-1.04082,-0.39454,-1.81627,0.84592,1.06494,-0.14789,-0.26065,-1.78379,-0.8213,1.43758,-0.10566,2.38012,-0.81152,0.59373,-0.27833,0.43081,0.18797,-0.67919,-1.07783,3.53282,0.01246,-1.95376,-0.56444,0.50923
VAG_0160,1.33922,0.03347,-0.30327,1.5323,-1.31878,-0.52281,-0.33179,0.55384,-0.79851,-0.61053,-1.8446,0.79185,1.20892,-0.32085,0.39652,-1.24707,-0.44933,1.41556,0.27313,2.27859,-0.76292,0.55153,-0.288,0.69757,-0.11328,-0.78074,-0.59247,3.03013,-0.52512,-2.02439,-0.75838,0.88068
VAG_0161,1.63057,0.1208,-0.37656,1.38733,-1.18849,-0.04157,-0.66999,0.64967,-1.06205,-0.47806,-2.00791,0.86849,1.01292,-0.188,0.08649,-1.70173,-0.21504,1.97716,-0.05527,2.44178,-1.0959,0.59595,-0.81082,0.59041,-0.07384,-0.88815,-0.80679,3.31308,-0.33488,-2.00076,-0.97133,0.66761
VAG_0162,0.96711,0.37692,-0.10976,1.35073,-1.04431,-0.79576,-0.31035,0.35163,-0.3206,-0.26861,-1.74174,0.9564,0.65833,-0.76809,0.50515,-1.32018,-0.31653,1.65648,0.29371,2.53267,-0.99319,0.67525,-0.52222,0.85813,-0.16536,-0.55497,-0.92598,2.99512,-0.33093,-1.7742,-0.28492,0.87576
VAG_0163,1.53391,-0.20052,-0.76016,1.73747,-1.62304,-0.62836,-0.51729,0.65562,-0.40317,-0.91783,-1.82463,1.09889,0.98442,-0.34741,0.11457,-1.15753,-0.86237,1.35574,0.09195,2.46109,-0.60774,0.38669,-0.34623,0.62864,-0.31047,-1.06097,-0.8878,3.2999,-0.00311,-2.0043,-0.16053,0.7756
VAG_0164,1.47959,-0.27923,-0.07652,1.22891,-1.38794,-1.05451,-0.73106,0.31624,-0.44804,-0.64332,-1.62222,1.01228,0.53837,-0.65284,0.15653,-1.42866,-0.52698,1.46809,0.31324,2.47863,-1.15007,0.58116,-0.38687,0.30519,0.76908,-0.84974,-0.97506,3.43177,-0.22388,-1.53532,-0.29169,0.96479
VAG_0165,0.6912,-0.14463,-0.23307,2.07547,-1.27925,-0.68089,-0.69809,0.62778,-0.78906,-0.78097,-1.66586,0.76952,0.8449,-0.50163,0.08909,-0.77834,-0.45771,1.45483,0.4451,1.7315,-0.92811,0.50547,-0.10091,0.36592,0.01936,-0.45581,-1.16989,2.93571,0.30029,-2.13311,-0.70598,0.54032
VAG_0166,1.32295,-0.04677,-0.46449,1.43997,-1.40117,-1.00639,-0.61571,0.59283,-0.74038,-0.7746,-1.85036,0.7851,0.97132,-0.59151,0.27378,-1.00433,-0.63899,1.36264,0.31848,1.96535,-0.86382,0.75157,-0.37734,0.8663,-0.10983,-0.51563,-1.12964,3.13823,-0.33008,-2.15146,-0.57914,1.16878
VAG_0167,1.06537,-0.43378,-0.06738,1.79531,-1.82402,-0.47277,-0.92021,0.67395,-0.41709,-0.9197,-1.67862,0.54278,0.26657,-0.89311,0.21787,-1.53316,-0.35247,1.61502,-0.06146,2.29649,-0.37089,0.45785,-0.22906,0.70497,-0.02073,0.07206,-0.90689,3.36302,-0.46268,-2.18555,-0.66021,0.92924
VAG_0168,1.12942,-0.01565,-0.47722,1.85105,-0.76088,-0.74482,-0.44221,0.03418,-0.88307,-0.37101,-1.7229,0.48931,1.09097,-0.53184,0.06329,-1.10024,-0.32334,1.04111,0.29805,1.68876,-0.47878,0.20212,0.02421,0.59211,0.14434,-0.30952,-0.66103,2.87208,-0.34887,-2.0225,-0.13727,0.45179
VAG_0169,1.34103,-0.54305,0.03124,1.35511,-1.20345,-0.97184,-0.82455,0.73215,-1.03599,-0.5025,-1.64236,0.90926,1.11441,-0.53978,0.37156,-1.88129,-0.63779,1.58333,0.33965,2.39572,-0.82895,0.86064,-0.16924,0.62355,0.06896,-0.49885,-0.78382,2.67623,0.10256,-1.98996,-1.12267,0.56894
VAG_0170,1.10569,-0.39973,-0.03607,1.96269,-1.26362,-0.69093,-0.52465,0.69096,-0.53519,-0.76191,-1.86369,0.93306,0.9783,-0.37491,-0.02102,-0.89252,-0.37738,1.40831,-0.03623,2.52646,-0.88966,0.36096,0.25611,-0.06838,-0.0292,-0.48753,-0.65382,3.44493,0.00227,-1.86302,-0.56409,0.77662
VAG_0171,1.03039,-0.10712,-0.21834,1.5433,-1.44599,-0.50088,-0.58267,0.52704,-0.76741,-0.24608,-1.82086,0.60901,0.86723,-0.56008,0.49555,-1.36277,-0.44306,1.03812,0.04998,2.29985,-0.74482,0.50746,0.26394,0.78951,0.30454,-0.59721,-0.57683,2.67363,-0.21863,-1.95264,-0.76682,0.62211
VAG_0172,1.15066,0.13062,-0.1771,1.60934,-1.36898,-0.80138,-0.64403,0.63868,-0.44389,-1.12049,-1.26012,1.00053,1.09404,-0.37307,-0.14633,-1.66679,-0.0035,1.00716,0.04865,2.77666,-0.9066,0.72315,-0.42781,0.69808,0.23122,-0.90877,-1.0135,3.08369,0.33332,-2.0862,-0.58105,0.77826
VAG_0173,0.73579,-0.18915,-0.57224,1.54767,-1.35092,-0.78685,-0.56194,0.67594,-0.50853,-0.61152,-1.3457,0.78491,0.58504,-0.7661,0.51464,-1.9024,-0.57236,1.23554,0.10632,2.37901,-0.84847,0.56832,0.024,0.79784,0.07315,-0.56876,-1.03634,3.01893,-0.06893,-1.86167,-0.60346,0.12403
VAG_0174,1.45949,0.01966,0.09792,0.78824,-0.90491,-0.5174,-0.2764,0.87378,-0.60307,-0.96978,-1.51277,0.43707,0.6322,-0.37369,0.04921,-1.34001,-0.57621,1.46256,0.09458,2.45707,-1.19178,0.93814,-0.0611,0.35104,0.37074,-0.72333,-0.72162,2.88632,-0.06272,-1.5859,-0.60104,0.54435
VAG_0175,0.72769,-0.3064,-0.21446,2.21733,-0.98169,-0.65025,-0.24414,0.43329,-0.84114,-0.35317,-1.47839,0.9439,0.96079,-0.3209,0.19251,-1.31744,-0.58768,1.51358,-0.17087,2.53722,-0.77567,0.68584,-0.28514,0.73875,-0.11851,-0.53444,-0.71808,2.63376,-0.18889,-2.11392,-0.62065,0.89917
VAG_0176,1.62847,0.16775,-0.27161,1.24623,-1.56646,-0.2738,-0.46093,0.53329,-0.71561,-0.71486,-1.63437,0.64219,1.18822,-0.72161,0.03807,-1.3229,-0.5543,1.6476,-0.20933,2.4662,-0.64643,0.89851,-0.38125,0.32339,0.08554,-0.33015,-0.87076,3.00836,0.16497,-2.02009,-0.69372,0.50498
VAG_0177,0.93364,-0.00786,-0.39154,1.33847,-1.29782,-0.8341,-0.15941,0.50227,-0.75771,-0.45048,-1.68444,0.74119,1.14833,0.01393,-0.17649,-1.08999,-0.60499,1.37919,0.12613,2.63701,-1.00119,0.67218,-0.42258,0.90539,0.18057,-0.70373,-0.89692,2.94426,0.03948,-2.17957,-0.36894,0.53573
VAG_0178,1.00728,-0.4277,0.14465,1.41153,-1.19854,-0.73332,-0.90427,0.55603,-0.8938,-0.91402,-1.62884,0.6691,0.75581,-0.20435,0.35334,-1.63472,-0.39769,1.58798,0.16103,2.89652,-0.70763,0.79324,-0.38833,1.00984,0.29307,-0.84367,-1.41392,3.23755,-0.25776,-2.1711,-0.7382,0.85703
VAG_0179,1.04988,0.08899,-0.40123,1.82423,-1.43875,-0.93943,-0.7685,0.8911,-0.75891,-0.54435,-1.49249,0.97427,0.78151,-0.27863,0.12872,-1.12517,-0.40364,1.50266,0.42037,2.07054,-0.9269,0.47488,0.14068,0.42331,-0.33867,-0.34944,-0.91464,2.99255,-0.30116,-2.27139,-0.9606,1.15048
VAG_0180,1.38637,-0.17612,-0.06027,1.6825,-1.30988,-0.58711,-0.86377,0.58019,-0.59965,-0.5321,-1.56281,0.92085,0.63658,-0.59455,0.06503,-1.08833,-0.42321,1.30501,0.36437,2.84754,-0.46488,0.4782,-0.0128,0.37468,-0.03993,-0.68079,-0.8381,3.04663,-0.33544,-1.84565,-0.24654,0.8664
