,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
GUT_0148,0.27253,-0.21348,0.21962,0.10579,-0.81116,-0.21,1.08846,0.84302,-0.71065,-1.26478,-0.59547,0.43374,-2.2565,-0.15363,-0.88423,-0.44231,-0.75266,-0.21787,0.21366,1.05357,0.25318,1.39831,-0.75309,0.02033,1.00109,0.07148,-0.5359,-0.73691,-0.26422,0.51479,-1.0453,0.13388
GUT_0149,-0.14273,-0.57336,0.58518,0.03333,-0.30768,0.16782,1.00264,0.97932,-0.5836,-1.47424,-0.59189,-0.25763,-2.29346,-0.22646,-1.86982,-0.61339,-0.59196,-0.56236,0.88146,1.15956,-0.23987,1.21254,-0.60018,0.56603,0.93544,0.23485,-0.98142,-0.97531,-0.1995,0.24943,-0.85834,-0.28018
GUT_0150,-0.07532,-0.46139,0.71466,0.071,-0.32525,0.24317,0.90986,0.95769,-0.92755,-1.42903,-0.35927,0.15442,-2.44035,-0.22855,-1.54476,-1.07485,-0.40669,-0.02894,0.51124,0.77953,-0.16041,1.34222,-0.68074,0.01815,1.01921,0.04416,-1.02449,-1.38489,-0.76274,0.02376,-0.9531,-0.01645
GUT_0151,-0.02003,0.59822,0.27569,0.13292,-0.85579,-0.48236,0.79445,2.20394,-1.14765,2.02424,1.14476,0.81882,0.52062,-0.01216,1.01714,1.83979,2.04651,1.72655,0.18514,-1.40938,-0.36333,0.61613,-1.47507,0.82054,0.78206,0.74336,-0.84838,-0.47422,-0.42351,-0.98749,1.92411,-0.48966
GUT_0152,-0.10571,0.87683,0.0577,0.31571,-0.35462,-0.25485,1.02023,1.23636,-1.34573,1.45369,1.70613,0.80358,-0.04856,-0.62708,1.94993,2.09517,1.68828,1.52501,0.18779,-1.1127,-0.16279,0.68885,-1.58499,0.49167,0.69275,0.65079,-1.03648,-0.85183,-0.50072,-1.12024,1.94808,-0.47875
GUT_0153,-0.19365,0.25073,0.4155,-0.09077,-0.59631,-0.19164,0.71129,1.48637,-1.10027,1.59133,1.01018,1.0445,0.00793,-0.37293,1.60233,1.92999,1.57277,1.13005,0.23691,-0.84392,-0.33888,0.91876,-1.62148,0.26299,0.55203,0.49972,-1.20811,-0.73683,-0.67603,-0.75892,1.69583,-0.11134
GUT_0154,-0.16392,0.50797,0.49368,0.58295,-0.3427,0.07701,0.72129,1.38182,-1.3886,1.22274,1.59831,0.98137,0.34614,-0.41584,1.25996,1.85846,1.74592,1.4437,0.51832,-1.60101,0.01702,0.695,-1.21197,0.13125,0.48989,0.61462,-1.0571,-0.5719,-0.26329,-0.79851,1.85931,-0.3523
GUT_0155,-0.28505,0.53356,0.13392,0.75784,-0.64145,-0.4351,0.37049,2.15821,-1.26192,1.76444,1.51244,1.22471,0.25076,-0.90855,1.14461,1.90781,1.65614,1.47001,0.2374,-0.73676,-0.16107,0.75844,-1.66541,0.64559,0.03364,0.72309,-1.22573,-0.98328,-0.65549,-1.0659,1.57137,-0.3534
GUT_0156,-0.31362,0.73953,0.10575,0.05084,-0.58304,0.12151,0.61498,1.46685,-1.34901,1.75552,1.17851,0.57514,0.08812,-0.11241,1.41188,2.17923,1.74759,1.31809,0.13099,-1.23825,-0.39207,0.68737,-1.54116,0.40319,0.46424,0.8363,-1.20841,-0.77623,0.118,-0.83975,1.835,-0.75153
GUT_0157,0.07298,0.46738,0.18257,0.78726,-0.33048,-0.00994,0.72494,1.19467,-1.01857,1.50228,1.33467,0.27075,-0.00966,-0.81276,1.47484,1.93058,1.34411,1.30036,0.13354,-1.81827,0.12507,1.13351,-1.45097,0.55094,0.42148,0.59384,-0.6511,-0.95653,-0.27073,-1.49443,1.46371,-0.31695
GUT_0158,-0.29491,0.59525,0.03334,0.47568,-0.88551,-0.13822,0.69482,1.21017,-1.60225,1.35765,0.7517,1.35887,0.49294,-0.20709,1.88557,1.40625,1.97682,0.92086,0.4404,-1.22404,-0.41154,0.82237,-1.00559,0.463,0.47436,0.73705,-1.51801,-0.6757,-0.25932,-1.09438,2.12951,-0.44738
GUT_0159,0.00371,0.42357,0.36485,0.5601,-0.8002,0.07207,1.03767,1.19681,-1.26603,1.70747,1.37083,0.97746,0.15223,-0.6257,1.4899,1.46725,1.8704,1.68853,0.45429,-1.31179,-0.15793,0.64764,-0.77176,0.5923,0.40163,0.6067,-1.13318,-0.19863,-0.6891,-1.34266,1.60638,-0.51157
GUT_0160,0.01454,0.12976,-0.13142,0.29423,-0.64063,-0.03374,0.61792,1.4298,-1.54809,1.25902,1.32735,1.02888,-0.05862,-0.04535,1.39329,1.74273,1.9818,1.24217,0.40317,-1.2562,-0.04852,0.60925,-1.1564,0.18809,0.74888,0.92079,-1.0051,-0.56193,-0.38116,-0.85774,1.95476,-0.42996
GUT_0161,0.25004,0.90554,0.17401,0.72456,-0.71303,0.09506,0.93726,1.4851,-1.08751,1.7151,1.28588,0.81876,0.03004,0.3228,1.2669,2.07906,1.83437,1.57518,0.23403,-0.95676,0.34161,0.74262,-1.36939,0.55156,0.14235,0.73749,-0.85462,-0.60827,-0.99568,-1.34926,1.72926,-0.59829
GUT_0162,0.03913,0.55303,-0.44401,0.60158,-0.7117,-0.15788,0.459,1.61034,-1.43995,1.4318,1.05721,0.23669,0.59252,-0.58745,1.26088,1.94368,1.97777,1.16943,0.48016,-0.75241,0.09566,0.49232,-1.00059,0.17676,0.32239,0.83378,-1.07726,-1.0512,0.07456,-1.01587,2.06946,-0.49415
GUT_0163,-0.17324,0.53131,0.40398,0.01303,-0.43577,-0.21641,0.63936,1.56586,-1.7491,1.66322,1.13615,0.88409,0.39393,0.47063,0.79199,1.73351,2.28966,1.07069,0.30823,-1.27389,-0.16242,1.14696,-1.28843,0.28567,0.77374,0.57583,-1.21424,-0.71008,0.02212,-1.28064,1.40733,-0.33177
GUT_0164,-0.08508,0.45478,-0.09842,0.34902,-0.9382,-0.09703,0.49025,1.40101,-0.81233,1.29795,1.35056,1.04529,0.5405,-0.15083,1.44739,2.25276,1.70055,1.82993,0.41002,-1.5997,0.61165,0.54184,-1.17747,0.62603,0.68881,0.5112,-1.31643,-0.64019,0.30941,-1.05215,1.72913,-0.43445
GUT_0165,-0.18928,0.38709,0.0663,0.20953,-0.43115,-0.00517,0.96224,1.9314,-1.31487,1.78864,1.46186,0.66836,0.14306,-0.39281,1.48209,2.19762,2.05894,1.39482,0.62181,-1.14122,0.08318,0.62574,-0.78773,0.8036,0.30704,0.91378,-1.12405,-0.71841,-0.25139,-1.12467,1.77933,-0.55249
GUT_0166,-0.32487,0.5204,0.43451,0.7564,-0.56391,-0.42616,0.60147,1.60058,-1.38254,1.23888,1.26899,0.77766,0.36711,-0.5452,1.42267,2.11895,1.97418,1.59902,0.48905,-1.18027,0.53103,0.6445,-0.87672,0.26505,0.71962,0.33327,-0.99603,-0.82415,-0.51541,-1.23463,1.58772,-1.18603
GUT_0167,-0.50473,0.84365,0.63118,0.33878,-0.70603,-0.43658,0.88295,1.2413,-0.77932,1.47352,1.47923,0.56256,0.11707,-0.21776,1.18841,2.17207,1.6005,1.39211,0.12812,-0.98167,-0.36622,0.63873,-1.31705,-0.08135,0.23137,0.72718,-1.45787,-0.73304,-1.11651,-1.15469,1.50074,-0.79079
GUT_0168,-0.29917,0.61808,0.43635,0.46572,-0.71445,0.17467,0.54558,1.38564,-2.00685,1.50783,1.2162,1.06446,0.14445,-0.46722,2.03162,2.06477,1.60445,0.92113,0.02156,-0.92831,-0.00154,0.78538,-1.20645,0.22739,0.28244,0.89063,-1.25485,-0.75162,-0.50777,-1.15339,2.07321,-0.40404
GUT_0169,-0.40458,0.85246,0.32841,0.4308,-0.70368,0.2626,0.87601,1.39606,-1.35794,1.4442,1.56757,0.94177,0.40347,0.16323,1.57455,1.98307,1.97739,1.46732,-0.05658,-1.46245,0.18885,0.87515,-1.34919,0.28606,0.10314,0.73398,-1.10119,-0.49359,-0.534,-1.31137,1.98728,-0.52383
GUT_0170,-0.27796,0.86961,0.54917,0.29257,-0.53535,-0.11224,1.30421,0.85511,-1.27796,0.69588,1.53299,1.17443,0.23762,-0.27564,1.58614,2.26033,1.26875,1.22871,0.43631,-1.30415,-0.16941,0.43169,-1.36065,0.45459,0.72058,0.72125,-1.41111,-0.62943,-0.17099,-1.30512,1.71812,-0.30228
GUT_0171,-0.15276,0.6683,-0.27304,0.41654,-0.75799,-0.15164,1.03366,1.6306,-0.69757,1.64188,0.85734,0.62935,0.35924,-0.28945,1.77282,1.4984,1.90858,1.34741,0.41106,-1.25605,-0.06932,0.29771,-0.83716,0.15243,0.67927,0.6427,-1.22549,-0.19368,-0.48527,-0.88308,1.71049,-0.3492
GUT_0172,-0.33873,0.74165,0.32972,0.44203,-0.70324,-0.07292,1.00769,1.54077,-1.20685,1.16447,1.19136,0.61057,0.04515,-0.25132,1.91074,2.29731,1.93756,1.07027,0.50881,-0.79867,-0.2753,0.45795,-1.94349,0.0098,0.91621,1.18387,-0.9827,-0.5587,-0.5733,-0.95716,1.69418,0.00285
GUT_0173,-0.11447,0.38689,0.51804,0.25793,-0.98249,0.18281,0.99304,1.49632,-1.13536,2.16013,0.76021,0.76372,0.3771,-0.38195,1.25317,2.34324,2.3809,1.56685,0.68832,-1.37979,-0.06744,0.75117,-1.07371,0.33212,0.77237,0.79295,-0.9543,-0.25885,-0.27702,-1.38796,1.43515,-0.64507
GUT_0174,-0.2651,0.6147,0.2415,0.49719,-0.76308,0.15513,0.21331,1.57972,-1.23721,1.66411,1.7929,1.0124,0.31956,-0.41705,1.62688,1.9063,1.69465,1.60797,0.42789,-1.10381,0.00217,0.44872,-1.79726,0.52135,0.60122,0.75326,-1.45195,-0.77851,-0.4509,-1.52981,1.70302,-0.44546
GUT_0175,-0.24125,0.36663,-0.10059,0.01786,-0.67366,-0.31699,1.29172,1.52264,-1.18806,1.50283,1.18235,0.98215,0.39569,-0.16249,1.56299,1.51223,1.94452,1.25893,0.36382,-0.96412,-0.07546,0.34121,-1.17215,0.9124,0.11096,0.77986,-1.27518,-0.35247,-0.43526,-1.49426,1.23152,-0.13417
GUT_0176,-0.20495,0.54042,0.01313,0.29952,-0.4728,-0.44335,1.05422,1.33525,-1.19714,1.88451,1.09123,0.77332,0.37525,-0.08245,1.25496,2.32238,1.31684,1.37366,0.08847,-1.24958,0.19321,0.59111,-1.03394,0.44428,0.59101,0.82614,-1.71467,-0.25481,-0.81785,-1.11461,1.82106,-0.91113
GUT_0177,-0.37733,0.61751,0.27221,0.37583,-0.60145,-0.46906,0.88758,1.19714,-1.36467,1.37573,0.99836,0.92484,0.65997,-0.39472,1.63167,1.76516,1.94,1.72812,0.54659,-1.47402,0.02144,0.56637,-1.3568,0.87111,0.29066,0.50273,-1.01393,-0.87533,-0.70928,-1.68723,1.41047,-0.65695
GUT_0178,-0.11474,0.91263,0.34655,0.28115,-0.62669,0.42569,0.83576,1.69866,-0.9037,1.38562,1.54995,0.90102,0.18595,0.05758,1.24503,1.89446,1.72301,0.98436,0.63089,-1.26224,-0.31364,0.50049,-1.48137,0.74613,0.58893,0.99975,-1.13152,-0.5474,-0.66531,-0.99812,1.64945,-0.37224
GUT_0179,0.22477,0.44484,0.75431,0.39825,-0.62519,0.0244,0.9625,1.66869,-1.24296,1.65157,1.16748,0.48664,0.7125,-0.16464,1.48357,1.59096,2.13049,1.32081,0.03402,-1.28872,0.19469,0.72178,-0.98967,-0.44777,0.71607,0.5635,-1.08814,-0.73963,-0.29292,-0.98376,2.01659,-0.44356
GUT_0180,-0.31785,0.53472,0.51192,-0.16073,-0.27649,-0.16088,1.03584,1.45011,-1.61711,1.1255,1.18485,0.42914,0.46696,-0.69173,0.99575,2.17651,1.74239,1.06039,0.17911,-1.26309,-0.03266,0.54784,-1.93995,0.16383,0.07249,0.63034,-1.10469,-0.68741,-0.51335,-1.22872,1.24631,-0.31209
GUT_0181,-0.1107,0.308,0.12011,0.279,-0.87901,0.24221,0.87897,1.89701,-1.01734,1.57744,1.27268,0.80868,0.14035,-0.5474,1.21356,2.03679,1.48525,1.27041,0.00099,-0.90317,-0.03576,0.6013,-1.2253,0.29265,0.09032,0.57857,-0.81722,-0.58687,-0.15323,-0.54294,1.80384,-0.54025
GUT_0182,-0.4173,0.20916,0.03983,0.42044,-0.73908,-0.22554,0.49095,1.37244,-1.24086,1.05701,1.13642,1.32122,0.54003,0.0094,0.94438,1.92738,1.92166,1.30162,0.57388,-1.10926,0.13993,0.91465,-1.72165,0.48132,0.13733,0.80577,-0.85581,-0.68171,-0.83486,-1.51246,1.72777,-0.65335
GUT_0183,0.30195,0.53804,-0.06242,0.91295,-0.72798,0.24452,1.15424,1.4564,-1.08488,1.76083,1.69344,0.71596,-0.0046,-0.02197,1.60676,1.49532,2.06953,0.97146,0.26926,-1.35508,-0.07336,0.64932,-1.52072,0.65291,0.5707,0.85758,-0.86433,-0.34501,-0.38399,-1.11968,1.59915,-0.39231
GUT_0184,-0.04481,0.28477,0.58672,0.81998,-0.46351,-0.38799,0.80804,1.2405,-1.44591,1.28986,1.31631,0.80755,0.24637,-0.236,1.20404,2.24224,2.06601,1.16198,0.46492,-1.36926,-0.21271,0.64307,-1.05176,0.33465,0.50057,0.76879,-1.51787,-1.37294,-0.79379,-1.32173,1.53768,-0.73422
GUT_0185,0.10192,0.88199,0.35501,0.16426,-0.52308,-0.59255,1.00439,1.71156,-1.47554,1.58616,1.42355,0.81613,0.71496,-0.27831,1.15666,1.66318,2.08229,0.91602,0.40621,-1.59832,0.13832,0.62432,-1.03714,0.02407,0.05581,0.62173,-1.3247,-0.36079,-0.46528,-1.15931,1.66242,-0.16163
GUT_0186,-0.50395,0.12903,0.68556,0.67515,-0.40699,-0.33908,0.90876,1.6134,-1.25057,1.68125,1.63031,0.96758,0.58686,-0.03837,1.39348,2.11043,1.51143,0.91344,0.62748,-1.43165,0.07294,0.48176,-1.2791,0.72489,0.74302,0.66158,-1.05459,-0.71912,-0.31007,-1.4163,1.97019,-0.3946
GUT_0187,-0.25476,0.2153,0.20923,0.42012,-0.45868,-0.16475,1.06193,1.59751,-1.43945,1.46917,1.71049,0.33043,0.58051,-0.48244,1.67318,1.84571,2.02098,1.48994,-0.10225,-1.64826,-0.11172,0.37084,-1.55131,0.59415,0.29178,0.52335,-1.31785,-0.94031,-0.57613,-1.39308,2.15887,-0.15861
GUT_0188,0.01029,0.49686,0.20759,0.31813,-0.2297,0.12203,0.68673,1.24344,-1.48798,1.54633,1.47972,0.86489,0.04667,-0.25754,1.6601,1.44926,1.535,1.04427,0.22744,-1.26287,-0.19645,0.65813,-1.98757,0.42397,0.21489,1.11291,-1.58741,-0.99462,-0.66766,-0.87023,1.38032,-0.46618
GUT_0189,-0.50984,0.52218,0.18227,0.26331,-0.85374,0.03444,0.83619,1.73642,-1.0417,1.31355,1.19514,1.22436,-0.285,0.00866,1.85724,1.96515,1.94886,2.08203,0.14858,-0.9224,0.14952,0.532,-1.02607,0.58805,0.30071,1.016,-1.29704,-0.66473,-0.35724,-0.71686,2.08598,-0.25193
GUT_0190,-0.59184,0.33327,0.48183,0.55914,-0.2667,0.26342,0.74689,1.21806,-1.62728,1.64381,1.47584,1.36135,0.21454,-0.07357,2.03716,2.18179,2.39296,1.63603,0.18978,-1.51351,0.043,0.90095,-1.36602,0.71394,0.53067,0.66885,-1.20693,-0.72011,-0.45931,-1.20297,1.87087,-0.82043
GUT_0191,-0.60775,0.51811,-0.46199,-0.00556,-0.81737,-0.54942,0.77019,1.73336,-1.30942,1.21032,1.57881,0.92499,-0.05446,-0.12321,1.45576,1.97164,1.7108,1.16926,0.14406,-1.21115,-0.16729,0.5391,-1.16685,0.31903,0.08682,0.45446,-0.9604,-0.25879,-0.4541,-1.2682,1.63866,-0.42305
GUT_0192,-0.19547,0.51011,0.3543,0.6339,-0.7561,-0.31488,0.79512,1.54324,-1.27224,1.97816,1.50317,1.11222,0.55668,-0.69403,1.29203,1.91525,1.82194,1.37598,0.13773,-1.08468,-0.24845,0.81273,-0.94678,0.46345,0.50677,1.26383,-1.1499,-0.82747,-0.66159,-1.296,1.83977,-0.65936
GUT_0193,-0.44315,0.39764,0.31498,0.29509,-0.52407,-0.001,1.28412,1.96335,-1.15588,1.75329,1.40688,0.62017,0.49975,-0.69361,2.24095,1.83365,1.66944,1.25793,0.23849,-1.7371,0.39681,0.43446,-1.56168,0.22296,0.52897,1.00827,-1.1133,-0.20096,-0.11684,-1.19021,1.48849,-0.25735
GUT_0194,-0.00275,0.59555,0.13732,0.1253,-0.2877,0.0253,0.95108,1.33666,-1.08665,1.27757,1.16477,1.16348,0.7678,-0.0992,0.98856,2.10594,1.54029,1.49174,0.71989,-1.23622,-0.44858,0.58343,-1.55687,0.37304,0.3167,1.07345,-1.75429,-0.83206,-0.54141,-1.34475,1.70758,-0.40135
GUT_0195,-0.63963,0.50052,0.10846,0.59323,-0.71802,0.18491,0.4268,0.91796,-1.12202,1.81657,1.18514,0.90729,0.19864,0.19876,1.70803,2.03321,1.84805,1.71444,0.40328,-1.15284,0.02297,0.78199,-0.68595,0.32805,0.6259,0.46437,-1.10176,-1.07795,-0.04284,-0.92291,1.76524,-0.79891
GUT_0196,-0.43643,0.36668,0.05103,0.21135,-0.74471,-0.07047,0.48425,1.74073,-1.27933,1.50665,1.69698,1.08768,0.28411,-0.41633,1.56237,1.88856,2.07372,0.99302,0.2435,-1.31837,-0.0655,0.66565,-1.39848,0.07679,0.42543,0.92419,-1.73308,-0.62943,-0.39104,-0.9195,1.59512,-0.4919
GUT_0197,-0.22909,0.46206,-0.11929,0.50133,-0.54955,-0.11153,0.56653,1.58493,-1.20651,1.37701,0.98188,0.89416,0.2639,-0.1376,1.1601,1.33312,1.88563,1.26512,0.05352,-1.33932,-0.10495,0.45397,-1.11988,-0.03873,-0.05765,0.13643,-1.09876,-1.45783,-0.386,-1.0896,1.70638,-0.47396
GUT_0198,-0.16124,1.01923,0.12478,0.28465,-0.46704,-0.05494,0.773,1.54516,-1.42,1.52702,1.59627,0.83895,-0.02595,-0.55073,1.06815,2.02772,2.06402,1.15905,0.7241,-1.33643,-0.40114,0.49858,-1.21881,0.4191,0.4208,0.3384,-1.08046,-0.80856,-0.77385,-1.11733,1.7795,-0.27379
GUT_0199,0.10693,0.74078,-0.17414,-0.18479,-0.65531,0.08159,1.09627,1.2557,-0.82621,1.19224,1.15618,0.59454,0.43903,-0.41652,1.76668,1.77693,2.19509,1.34542,0.21534,-1.2179,0.19452,0.51249,-1.49037,0.63915,0.73633,1.03152,-1.50238,-0.56999,-0.27799,-1.55948,1.85271,-0.33519
GUT_0200,-0.17598,1.18732,-0.00521,0.22537,-0.7774,-0.50413,0.99925,2.10081,-1.09747,1.74485,0.99868,0.71782,0.06758,-0.62044,1.04162,2.12616,1.54243,1.48427,0.49848,-1.12871,-0.27682,1.01363,-1.09182,0.79995,0.76366,0.80459,-0.82397,-0.58326,-0.50378,-1.33662,1.76571,-0.46796
GUT_0201,0.16248,0.40857,0.80014,0.15971,-0.54056,0.17877,1.08915,1.63704,-1.20653,1.66084,1.02411,0.69642,0.02582,-0.17389,1.86474,1.83945,1.82129,1.78709,0.33606,-1.1295,0.0548,0.74016,-1.70162,0.6161,0.58296,0.22958,-0.69676,-0.68725,-0.77552,-1.19792,1.9309,-0.66272
GUT_0202,0.05841,0.52565,0.33764,0.55987,-0.58262,0.04121,0.79274,1.58148,-0.89352,1.39608,1.46608,0.21774,0.24567,-0.1147,1.57234,1.75294,1.82699,1.26935,0.53117,-1.06307,-0.19857,1.21407,-1.54256,0.63744,0.34868,0.92943,-0.7688,-0.39954,-0.37867,-1.0833,1.65878,-0.57794
GUT_0203,-0.04804,0.90854,0.34305,0.1053,-0.89877,-0.45697,0.53622,1.29045,-1.14016,1.28657,1.21753,0.32303,0.0186,-0.36885,1.48138,2.2579,1.77361,1.70275,-0.11978,-0.94648,-0.08181,0.91848,-0.97736,0.53811,0.21844,0.76591,-0.95745,-0.83086,-0.27457,-0.92772,1.78022,-0.75843
GUT_0204,0.06797,0.50324,0.00448,0.66192,-0.47874,0.1494,0.44724,1.18256,-1.11382,1.56342,0.74002,0.83552,0.06309,-0.07339,1.65094,2.07701,1.51251,1.54223,-0.16153,-1.45627,-0.44756,-0.033,-1.52719,0.44223,0.32241,0.96844,-1.67855,-0.84628,-0.66898,-1.10023,1.56365,-0.37007
GUT_0205,-0.78081,0.54265,-0.0074,0.34687,-0.87097,0.07052,0.60946,1.72997,-1.18327,1.45927,1.37702,0.57677,-0.08832,-0.66255,1.68463,1.74226,1.85903,1.18865,0.41668,-1.09167,0.07025,1.004,-1.61681,0.00319,0.72877,0.45505,-1.31222,-0.05044,-0.20956,-1.86006,1.93383,-0.42269
GUT_0206,0.10541,0.28664,0.30572,0.52178,-0.89133,-0.22257,0.97702,1.66133,-1.31175,1.18883,1.11266,0.87595,0.06319,0.03387,1.42413,1.60635,0.9862,1.32271,0.51534,-1.27221,-0.079,0.45951,-1.4596,0.13295,0.67853,0.58433,-1.11424,-0.56633,0.1428,-1.23165,1.72773,-0.20024
GUT_0207,-0.18198,0.16132,0.05117,-0.29743,-1.06649,0.398,1.00287,1.35917,-1.4269,1.27095,1.11034,0.86387,0.46895,-0.35557,1.76547,1.33079,2.04053,1.78135,0.51946,-1.39549,-0.11858,0.32706,-1.52836,-0.05751,0.48865,0.58483,-1.08838,-0.50922,-0.38307,-1.39265,1.50316,-0.45573
GUT_0208,-0.0068,0.52592,0.24396,0.2929,-0.50109,-0.24108,0.75132,2.06322,-1.49725,1.45017,1.49312,0.66114,0.33317,-0.27231,1.56525,2.1258,2.29097,1.52345,0.55189,-0.94742,0.06096,1.11492,-1.44887,0.36274,0.59844,0.70253,-1.32887,-0.78068,-0.45271,-1.45487,1.56816,-0.57476
GUT_0209,-0.30539,0.69882,-0.17077,0.37975,-0.25254,-0.29198,1.20766,1.92036,-1.15978,1.4727,1.52907,0.24746,0.31016,-0.06234,1.54959,1.89415,1.89983,1.20978,0.24753,-1.08888,-0.04185,0.57675,-1.66798,0.71681,0.15746,0.50223,-1.142,-0.68834,-0.78001,-1.30391,1.6781,-0.19769
GUT_0210,-0.10834,0.405,-0.0207,0.47658,-0.69405,-0.13888,1.05685,1.50654,-1.37116,1.12408,1.03539,0.66352,0.14138,-0.64029,1.35411,1.86934,1.38988,1.15857,-0.03572,-1.61878,0.26406,0.79811,-1.80982,0.10101,0.39562,0.57017,-1.19707,-0.67512,-0.34188,-1.56887,1.71416,-0.42366
GUT_0211,0.12874,0.40399,0.28411,0.33568,0.02348,0.11609,0.70999,1.02818,-1.14081,1.44473,1.78642,1.23015,0.63085,-0.21414,1.1451,2.22385,1.79801,1.65708,0.28168,-1.6137,-0.45488,0.37853,-1.04901,0.02553,0.42131,0.51776,-0.84574,-0.6473,-0.67911,-1.13681,2.05843,-0.40788
GUT_0212,0.08723,0.58206,0.45399,0.28645,-0.79774,0.22329,0.49725,1.29314,-1.20808,0.94363,1.31959,1.11369,-0.01921,-0.70129,1.35152,2.2667,1.66337,0.8967,0.58731,-1.25264,0.04115,1.34099,-1.35765,-0.05073,0.64891,1.03757,-1.15507,-0.51188,-0.33403,-1.01952,2.19769,-0.90775
GUT_0213,0.12541,0.13341,0.24087,0.28174,-0.89746,0.2172,0.96578,1.80553,-0.99096,1.58953,1.08496,0.38626,0.3159,-0.31315,1.21236,1.96717,1.67092,1.41029,0.92527,-1.17184,0.14423,0.80053,-0.84257,0.30563,0.17001,0.59461,-1.4447,-0.45166,-0.41315,-1.54352,1.87961,-0.89422
GUT_0214,-0.56925,0.73375,-0.04979,-0.17236,-0.52263,0.04591,0.6854,1.57484,-1.55935,1.68145,1.82823,0.50709,-0.00127,-0.44655,1.80389,1.74815,1.78364,1.18205,0.18267,-1.38185,0.15299,0.54651,-0.79211,0.24507,0.82775,0.93975,-1.42309,-0.39004,-0.2381,-1.24197,1.68125,-0.28612
GUT_0215,-0.01426,0.87173,0.10595,0.12957,-0.31527,-0.29618,1.12142,1.46396,-1.43315,1.69936,1.5147,1.15194,0.01064,0.22209,1.40176,1.90866,1.81264,1.433,0.25595,-1.27737,-0.1018,1.01723,-1.65902,0.14662,0.36901,0.65707,-1.50264,-0.85451,-0.57103,-0.98684,1.8448,-0.25059
GUT_0216,0.02916,0.39073,-0.10224,0.18238,-0.64988,-0.62002,0.67616,1.76621,-1.3873,1.6888,1.69601,0.8627,0.27116,-0.31585,2.00917,2.03702,1.95228,1.55585,0.25826,-0.98668,-0.49795,0.76513,-1.13548,0.43518,0.26677,0.65207,-0.8408,-0.51031,-0.32431,-1.20152,1.45174,-0.68852
GUT_0217,0.13422,-0.02652,-0.01783,0.39202,-0.18804,-0.47804,0.67321,1.81606,-1.10944,0.99307,0.83829,0.59671,-0.13533,-0.3406,1.73688,1.93817,1.85367,0.99475,0.15248,-1.04765,0.12634,0.90587,-1.15611,0.71603,0.03062,0.99517,-1.81581,-0.5163,0.10568,-1.26838,1.85078,-0.5336
GUT_0218,-0.26343,0.63983,0.24794,0.49463,-0.70588,-0.53942,1.13687,1.47646,-1.57186,1.30053,1.14178,0.6993,0.28028,-0.49331,0.98059,1.80512,2.20935,1.34617,0.64531,-1.49808,0.01867,0.61071,-0.70258,0.80338,0.00377,0.57655,-0.8836,-0.94179,-1.01249,-1.20867,1.91055,-0.48394
GUT_0219,-0.08833,0.36169,0.10955,0.24903,-0.43951,-0.04137,0.37638,1.6227,-1.57932,1.40523,1.69451,0.36321,0.08016,-0.42952,1.15196,2.25488,1.66124,1.31963,0.31022,-0.99296,0.09692,0.93903,-1.55505,0.31203,0.65496,0.83851,-1.02282,-0.6163,-0.62957,-1.11388,1.68799,-0.39359
GUT_0220,-0.22587,0.7807,0.52695,0.15261,-0.51418,-0.03257,0.32267,1.34757,-1.04896,1.74044,1.09953,0.74726,0.01152,-0.64725,1.31683,2.12349,1.57549,1.2529,-0.03722,-1.27952,-0.53638,0.65223,-0.77608,0.37411,0.30028,0.97436,-1.36302,-0.34588,-0.41974,-1.24599,2.05505,-0.69182
GUT_0221,-0.38018,0.94041,0.17756,0.26686,-0.13675,0.03947,1.2956,1.80092,-1.03523,1.31078,1.67978,0.62656,0.49529,-0.26667,1.78141,2.20533,1.53999,1.55544,0.25248,-1.04993,0.06552,0.60483,-1.31645,0.54195,0.64927,0.95762,-1.44925,-0.61185,-0.20341,-0.49916,1.66677,-0.52091
GUT_0222,-0.26122,0.92732,0.4249,0.54201,-0.63577,-0.41664,0.79795,1.47011,-1.6962,1.47077,1.31173,0.91938,0.19523,-0.12656,1.34722,2.3276,2.39907,1.11272,0.66525,-0.99671,0.24576,0.61147,-1.25059,0.49723,0.48646,1.07085,-0.60698,-0.79137,-0.73806,-1.40365,2.10921,-0.37182
GUT_0223,-0.22612,0.46571,0.64577,0.37072,-0.37134,-0.23265,0.97814,1.44511,-1.06785,1.76049,0.99807,1.1148,0.73582,0.10459,1.5094,2.21427,1.88004,1.24655,0.15596,-1.37055,0.05678,0.66337,-1.01104,0.24521,0.64636,0.29086,-1.28122,-0.72506,-0.22787,-0.72543,1.45109,-0.73009
GUT_0224,-0.20305,0.79928,0.20233,0.82031,-0.89593,-0.16749,0.39163,0.89953,-1.44179,1.82729,1.03198,1.34727,0.46362,-0.41393,1.32973,2.26013,1.65921,1.24371,0.786,-0.94802,0.0228,0.6435,-0.88379,0.64587,0.72324,0.33244,-1.01665,-0.42525,-0.32656,-1.02384,1.39036,-0.50483
